m,n,k,distribution,Intra,Inter,Borda,Copeland,Sum,"Approval (t=0.1, penalty=1)","Approval (t=0.1, penalty=0)","Approval (t=0.3, penalty=1)","Approval (t=0.3, penalty=0)","Approval (t=0.5, penalty=1)","Approval (t=0.5, penalty=0)","Approval (t=0.7, penalty=1)","Approval (t=0.7, penalty=0)","Approval (t=0.9, penalty=1)","Approval (t=0.9, penalty=0)"
8,10,5,normal,0.15,0.2,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.25989642857144307,0.023339285714285198,0.12318750000000475,0.0382964285714272,0.1406142857142905,0.025810714285713555,0.2510232142857187,0.03264285714285686,0.39265892857143314,0.04109285714285723
8,10,5,normal,0.15,0.25,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.28174821428574254,0.02041785714285702,0.1472500000000045,0.03906428571428507,0.11100714285714475,0.031653571428570636,0.16944999999999605,0.02660357142857062,0.26285357142858035,0.03343928571428554
8,10,5,normal,0.15,0.3,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.31040714285717097,0.024910714285714463,0.17543035714286603,0.03573571428571469,0.10891250000000266,0.03253928571428517,0.12761607142857576,0.02474285714285669,0.19048214285713005,0.02663214285714205
8,10,5,normal,0.2,0.0,0.09523214285714511,0.10157857142857374,0.04631428571428532,0.4982160714285714,0.0006,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
8,10,5,normal,0.2,0.05,0.011782142857143173,0.011228571428571716,0.004628571428571397,0.12745714285714502,0.04346428571428432,0.4882214285714288,0.009892857142857136,0.5,0.0,0.5,0.0,0.5,0.0
8,10,5,normal,0.2,0.1,0.0023250000000000007,0.0022928571428571442,0.0008785714285714382,0.17417678571429177,0.04042500000000001,0.19459999999999514,0.03059285714285652,0.4489821428571448,0.030803571428571444,0.49995,0.00015,0.5,0.0
8,10,5,normal,0.2,0.15,0.0005214285714285849,0.0005214285714285849,0.0001392857142857833,0.22803928571428306,0.03417142857142856,0.1140946428571446,0.03195714285714212,0.23204821428571126,0.03243928571428525,0.4135392857142872,0.038046428571428606,0.4973910714285715,0.003575
8,10,5,normal,0.2,0.2,9.642857142868225e-05,9.642857142868225e-05,3.5714285714396665e-05,0.26151785714286946,0.026428571428570906,0.1231178571428625,0.03865357142856998,0.14111607142857543,0.02658571428571348,0.2492821428571474,0.031917857142856776,0.3917464285714323,0.04236071428571437
8,10,5,normal,0.2,0.25,7.142857142968151e-06,7.142857142968151e-06,3.5714285715395865e-06,0.28253392857145443,0.0200714285714285,0.14833750000000392,0.03955357142857086,0.11222321428571622,0.03267857142857065,0.17088035714285374,0.027514285714284874,0.2637946428571506,0.033574999999999855
8,10,5,normal,0.2,0.3,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.30875000000002756,0.024478571428571547,0.17560357142857955,0.03693214285714332,0.10907321428571695,0.032710714285713746,0.1281250000000049,0.02562142857142809,0.19048214285713028,0.02686785714285646
8,10,5,normal,0.25,0.0,0.09395714285714467,0.10338571428571647,0.04631428571428532,0.48914107142857155,0.0031821428571428543,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
8,10,5,normal,0.25,0.05,0.017985714285714337,0.01819285714285718,0.006914285714285687,0.13338392857143097,0.05149285714285585,0.4824946428571432,0.011899999999999994,0.5,0.0,0.5,0.0,0.5,0.0
8,10,5,normal,0.25,0.1,0.003932142857142818,0.003657142857142826,0.0015035714285714478,0.17315892857143403,0.04122857142857138,0.19515178571428166,0.031957142857142296,0.4448946428571459,0.03026428571428573,0.499875,0.00035,0.5,0.0
8,10,5,normal,0.25,0.15,0.0012964285714285907,0.0012750000000000168,0.000385714285714314,0.22615892857142525,0.03391785714285716,0.11606071428571631,0.032492857142856345,0.23231964285714216,0.03385357142857092,0.41324821428571523,0.03933928571428575,0.4970428571428572,0.0046
8,10,5,normal,0.25,0.2,0.00040714285714289023,0.00040714285714289023,0.00015357142857149944,0.26037500000001035,0.024710714285713812,0.12335892857143328,0.038082142857141656,0.1434535714285747,0.027510714285713583,0.25181607142857576,0.033767857142856794,0.39145178571428824,0.04088571428571437
8,10,5,normal,0.25,0.25,0.00010714285714295481,0.00010357142857152861,1.4285714285825279e-05,0.2841803571428823,0.021149999999999905,0.14990535714286157,0.03951785714285662,0.11317857142857278,0.0326499999999993,0.1703214285714257,0.027453571428570654,0.26429285714286505,0.03589285714285694
8,10,5,normal,0.25,0.3,1.4285714285825279e-05,1.4285714285825279e-05,1.1102230246251565e-16,0.3078500000000263,0.02242500000000008,0.17530892857143685,0.0360857142857147,0.11131607142857494,0.03409642857142776,0.1295375000000045,0.027232142857142254,0.19202499999998937,0.02822857142857072
8,10,5,normal,0.3,0.0,0.09282142857143073,0.10041428571428775,0.0470142857142853,0.47040178571428626,0.007457142857142854,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0
8,10,5,normal,0.3,0.05,0.02452499999999978,0.02505357142857123,0.010057142857142997,0.1389660714285741,0.05847142857142841,0.4748232142857148,0.014710714285714249,0.5,0.0,0.5,0.0,0.5,0.0
8,10,5,normal,0.3,0.1,0.006278571428571338,0.005778571428571351,0.00209285714285715,0.1740428571428617,0.044703571428571225,0.1962214285714257,0.033021428571428084,0.4429500000000019,0.030660714285714284,0.4997375,0.000475,0.5,0.0
8,10,5,normal,0.3,0.15,0.002228571428571432,0.0021750000000000046,0.000810714285714297,0.22485892857142525,0.034249999999999954,0.1179089285714304,0.03413571428571332,0.2322660714285711,0.032274999999999554,0.41048750000000045,0.0382357142857143,0.49603392857142853,0.004982142857142857
8,10,5,normal,0.3,0.2,0.0008928571428571537,0.0009107142857142964,0.00025357142857146934,0.2606642857142936,0.02784285714285682,0.12319464285714685,0.03788928571428451,0.14456607142857483,0.028782142857142073,0.25212142857143155,0.033132142857142534,0.38971964285714533,0.04035714285714292
8,10,5,normal,0.3,0.25,0.00029642857142859964,0.0003000000000000282,8.928571428582512e-05,0.28487321428573725,0.02320714285714272,0.1495375000000051,0.039392857142856515,0.11364107142857276,0.03272499999999913,0.17161964285714093,0.027932142857142066,0.2637446428571483,0.034146428571428404
8,10,5,normal,0.3,0.3,5.357142857153948e-05,5.357142857153948e-05,2.5000000000110973e-05,0.30603392857145534,0.022375000000000044,0.17537500000000775,0.03801071428571475,0.11152321428571779,0.03462857142857051,0.13069821428571857,0.028057142857142264,0.19181071428570523,0.028214285714284984
